ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE,ECube2,sumE
16,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27774,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45879,0,1.27774
5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5913,0.180645,0,0,0,0,0,0,0,0,0,0,0,0,5.04116,0.180645,4.93683
6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462056,0.125647,0.260555
13,4,7,0,0,0,0,0.554898,0,0,0.189148,0,0,0,0,0,0.93706,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66783,0.554898,1.68111
8,12,6,0,0,0,0,2.31977,0,0,0,0,0,0,0,0,2.93973,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84185,2.31977,5.54063
8,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707996,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64393,0.143543,0.851539
15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77335,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08598,0.265636,3.03898
2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83653,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91554,0.214824,2.19715
1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32913,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54865,0,1.32913
8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89254,0,0,0.421842,0,0,0,0,0,0,0,0,0,0,1.80032,0.421842,2.55902
14,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86378,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89143,0.231104,2.40664
6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902099,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3313,0,0.902099
9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97325,0,0,0,0,0,0,0,0,0,0,0.195312,0,0,2.15764,0.195312,2.16857
1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12832,0,0,0,0,0,0,0,0,0.666154,0,0,0,0,4.1813,0.666154,2.79448
9,5,8,0,0,0,0,0,0,0,0,0,0.107025,0,0,0,4.96811,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27274,0.374221,5.57413
3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159464,0,0.679365
3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707981,0,0,0.160388,0,0,0,0,0,0,0,0,0,0,0.647171,0.160388,0.868369
4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35127,0,0,0,0,0,0,0,0.257694,0.107293,0,0,0,0,1.48824,0.47224,2.18849
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39053,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28881,0.218754,2.71018
8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16952,0,0,0,0,0,0,0,0.317845,0,0,0,0,0,3.56531,0.317845,4.30745
16,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48066,0.154298,0,0,0,0,0,0,0,0,0,0,0,0,3.22016,0.154298,3.63496
6,13,2,0,0,0,0,0,0.271808,0,0,0,0,0,0,0,4.6235,0,0,0,0,0,0,0,0,0,0,0.329317,0,0,4.65657,0.329317,5.22463
9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99253,0.239836,5.47544
13,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46369,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75903,0.305406,4.76909
11,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4714,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57635,0.102622,2.57402
2,16,4,0,0,0,0,0.309939,0,0,0,0,0,0.253828,0,0,2.43755,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19077,0.309939,3.16142
5,6,9,0,0,0,0,0,0,0,0,0,0,0.272137,0,0.215908,3.68283,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92281,0.369308,4.8805
14,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504791,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54405,0.378765,1.05735
4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98459,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04665,0.425888,2.70298
16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336366,0.312065,0,0,0,0,0,0,0,0,0,0,0,0,1.86552,0.312065,0.648431
14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909431,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11979,0.196922,1.22694
9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298128,0.181604,0.851081
11,3,8,0,0,0,0,0,0,0,0,0,0.389055,0,0,0,0.519284,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52473,0.389055,0.908339
3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80118,0,0,0,0.273427,0,0,0,0,0.783922,0,0,0,0,2.85074,0.783922,2.85853
12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05121,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2221,0.266059,4.31727
15,9,1,0,0,0,0,0,0,0,0.453521,0,0,0,0,0,1.51867,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52326,0.453521,1.97219
13,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79959,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55915,0.313853,2.11344
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96884,0,0,0,0,0.224886,0,0,0,0,0,0,0,0,3.2269,0.224886,2.50356
7,3,8,0,0.119787,0,0,0,0,0,0,0,0,0,0,0,1.77659,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83558,0.435279,2.33166
5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78822,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5414,0,1.78822
13,6,9,0,0,0,0,0,0,0,0,0,0,0.373828,0,0,2.66897,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70834,0.373828,3.16117
11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46133,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55364,0,4.46133
5,7,3,0,0,0,0,0,0,0,0,0,0,0.265523,0,0,2.90006,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4732,0.265523,3.91302
4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58322,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39131,0.634393,3.35223
8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73379,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86238,0.250311,2.9841
9,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53865,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37882,0.116568,1.65522
12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74079,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72076,0.204759,3.0663
11,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591859,0.355507,1.08241
8,6,3,0,0,0,0,0,0.156169,0,0,0,0,0,0,0,0.376394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518762,0.253183,0.785746
2,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1365,0.205498,0,0,0,0,0,0,0,0,0,0,0,0,1.91623,0.242749,2.74957
10,13,2,0,0,0,0,0,0,0,0,0,0,0.385982,0,0,1.14855,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61955,0.385982,1.94454
14,9,2,0,0,0,0,1.34215,0,0,0,0,0,0,0,0,1.62038,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67451,1.34215,3.34886
15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17508,0,0,0,0,0,0,0,0.490219,1.00916,0,0,0,0,2.80529,1.00916,2.89654
8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79865,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0051,0.282265,3.08092
7,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65329,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54695,0.266414,2.9197
2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47165,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28848,0.17775,5.82278
10,15,2,0,0,0,0,0,0,0,0,0,0.174392,0,0,0,1.87799,0,0,0,0,0.20864,0,0,0,0,0,0,0,0,1.71028,0.20864,2.26102
11,8,2,0,0,0,0,0.209674,0,0,0,0,0,0,0,0,1.01413,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07249,0.209674,1.35706
4,13,2,0,0,0.169863,0,0,0,0,0,0,0,0,0,0,0.819932,0,0,0,0.455875,0,0,0,0,0,0,0,0,0,0.769604,0.455875,1.44567
14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04027,0,0,1.63298,0,0,0,0,0,0,0,0,0,0,4.66445,1.63298,4.88255
9,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98694,0,0,0,0,0,0,0,0,0.160441,0,0,0.417713,0,3.42019,0.417713,4.56509
3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3609,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0546,0,3.3609
13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06562,0,0,0.5392,0,0,0,0,0,0,0,0,0.351941,0,1.58209,0.5392,2.27595
13,8,4,0,0,0,0,0,0,0,0,0,0,0.449013,0,0,3.39084,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14825,0.449013,3.83985
12,8,3,0,0,0,0,0,0.369872,0,0,0,0,0,0,0.264753,0.447167,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37968,0.369872,1.08179
8,13,8,0,0,0,0,0,0,0,0,0,0,0,0.164601,0,2.14623,0,0,0,0,0,0,0,0,0,0,0.169849,0,0,2.397,0.169849,2.48068
15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990556,0,0,0,0,0,0,0,0,0,0,0,0.200256,0,1.1596,0.200256,1.19081
11,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87068,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64539,0.225283,2.30981
3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773846,0.38661,1.08364
15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78987,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30142,0,2.78987
12,14,6,0,0,0,0,0,0,0,0,0,0,0.995366,0,0,1.7341,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66209,0.995366,2.87194
1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08155,0,0,0,0,0,0,0,0,0,0.425752,0,0,0,1.99962,0.425752,2.63631
15,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25947,0.328096,0,0,0,0,0,0,0,0,0.261775,0,0,0,2.8485,0.328096,1.84934
10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56132,0,0,0,0,0,0,0,0,0.741323,0,0,0,0,3.23532,0.741323,2.56334
14,6,3,0,0,0,0,0,0,0,0,0,0,0.563777,0,0,2.27324,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04049,0.563777,3.29636
7,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87319,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55614,0.197615,2.2306
12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25409,0,0,0.218844,0,0,0,0,0,0,0,0,0,0,1.27119,0.321184,1.91581
10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15796,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48583,0.434766,2.70707
13,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18056,0,0,0,0.379839,0,0,0,0,0,0,0,0,0,1.12483,0.379839,1.5604
12,3,5,0,0,0,0,0.45005,0,0,0,0,0,0,0,0,1.59668,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47834,0.45005,2.04673
10,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565192,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05003,0.198511,0.949844
14,3,5,0,0,0,0,1.77619,0,0,0,0,0,0,0,0,1.99531,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41858,1.77619,4.03576
10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4469,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9914,0.31468,3.98465
5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896769,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06953,0.335503,1.38781
3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24946,0,0,0,0.30151,0,0,0,0,0,0,0,0,0,2.87429,0.30151,2.67714
5,12,3,0,0,0,0,0.44715,0,0,0,0,0,0,0,0,0.642052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906251,0.44715,1.0892
14,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69158,0,0,0.821374,0,0,0,0,0,0,0,0,0,0,4.28599,0.821374,2.97581
15,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23404,0,0,0,0.155061,0,0,0,0,0,0,0,0,0,3.4455,0.155061,2.3891
11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14465,0,0,0,0.207062,0,0,0,0,0,0,0,0,0,2.83755,0.207062,3.35171
9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52842,0.154349,0,0,0,0,0,0,0,0,0,0,0,0,1.43526,0.3149,2.25141
13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14843,0.168945,0,0,0.252353,0,0,0,0,0,0,0,0,0,2.20829,0.252353,2.56973
13,15,8,0,0,0,0,0.198782,0,0,0,0,0,0,0,0,2.21139,0,0,0,0,0,0,0,0,0.381989,0,0,0,0,2.33044,0.381989,2.79216
9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365993,0,0,0,0,0,0,0,0.29366,0,0,0,0,0,0.360771,0.29366,0.659654
5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32598,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79392,0.32716,3.65314
15,6,9,0,0,0,0,0,0,0,0,0,0.165278,0,0,0,2.64295,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56061,0.165278,2.96631
3,10,6,0,0.577167,0,0,0,0,0,0,0,0,0,0,0.136664,2.46299,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96738,0.577167,3.17682
14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93163,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65793,0.318877,4.64883
15,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83599,0.439495,0,0,0,0,0,0,0,0.260968,0,0,0,0,2.60994,0.439495,3.53645
1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854569,0.100587,0.981056
13,7,6,0,0,0,0,0.26374,0,0,0.129049,0,0,0,0,0,0.888122,0,0,0,0,0,0,0,0,0,0,0,0,0,2.933,0.26374,1.39009
10,13,6,0,0,0,0,0,0,0,0,0,0,0,0.118569,0,2.76561,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42616,0.118569,2.88418
13,3,4,0,0,0,0,0,0,0,0,0,0,0.185421,0,0,2.89864,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72728,0.185421,3.08406
5,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356998,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32022,0.265575,0.622573
16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918842,0,0.651459
4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37835,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16241,0.284747,1.91993
7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463203,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04061,0.205388,0.829783
9,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798508,0.278206,0.989822
7,3,3,0,0,0,0,0,0.316496,0,0,0,0,0,0.10593,0,2.71399,0,0,0,0,0,0,0,0,0,0,0.184992,0,0,3.14083,0.316496,3.32141
8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71741,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22192,0,2.71741
7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75949,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50166,0.376844,5.25336
2,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77907,0,0,0,0,0,0,0,0,0.215163,0,0,0,0,3.12369,0.215163,2.99423
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807098,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84671,0,0.807098
15,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403419,0.133585,0.719001
9,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67374,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84974,0.284238,2.95798
7,6,8,0,0,0,0,0,0,0,0.181822,0,0,0,0,0,3.12197,0,0,1.07526,0,0,0,0,0,0,0,0,0,0,4.98757,1.07526,4.53914
2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12746,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60297,0.321207,1.72958
13,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16948,0,0.117012,0,0,0,0,0,0,0,0,0,0,0,2.19494,0.117012,2.39109
14,3,3,0,0,0,0,0.231606,0,0,0,0,0,0,0,0,3.52284,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80925,0.231606,3.88104
4,5,8,0,0,0,0,0,0,0,0,0.427524,0,0,0,0,1.08216,0,0,0,0,0,0,0.911902,0,0,0,0,0,0,2.35309,0.911902,2.72459
5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66266,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77006,0,3.66266
7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00337,0,0,0,0,0,0,0,0,0.384474,0,0,0,0,1.72024,0.384474,1.925
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23654,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18792,0.160714,1.39726
9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13736,0,0,0,0,0,0,0,0,0,0.108265,0,0,0,4.00044,0.175901,4.42152
5,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65551,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25895,0.508234,2.16374
3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60223,0,0,0.225197,0,0,0,0,0,0,0.278097,0,0,0,3.54,0.278097,3.10552
4,5,2,0.124477,0,0,0,0,0,0,0,0,0,0,0,0,4.89612,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33473,0.204049,5.3572
2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06124,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6194,0.767547,1.82878
3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95388,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09085,0.299588,3.4607
14,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48058,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20686,0.361736,1.84231
8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82242,0,0.33827,0,0,0,0,0,0,0,0,0,0,0,2.62097,0.33827,3.38452
8,11,3,0,0,0,0,0,0,0,0,0,0,0.321492,0,0,2.77259,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50966,0.321492,3.21906
14,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96892,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02559,0.113441,2.08236
10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39718,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4819,0,2.39718
3,13,1,0,0,0,0,0,0,0,0,0,0,0.284821,0,0,1.9099,0,0,0.183686,0,0,0,0,0,0,0,0,0,0,2.20313,0.284821,2.57878
13,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581356,0.138653,0.449309
14,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439516,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02296,0,0.439516
5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56068,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53297,0.293777,1.85446
10,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5963,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29005,0.430416,4.02672
12,4,6,0,0,0,0,0,0,0,0.114883,0,0,0,0,0,2.67543,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807,0.114883,2.79032
13,2,1,0,0,0,0,0,0,0,0,0,0,1.14921,0,0,1.52341,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7626,1.14921,2.85622
15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417993,0,0.168119
7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48444,0,0,0,0,0,0,0,0,0,0,0.262601,0,0,1.57191,0.296346,2.16777
12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.339557,1.83041,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41069,0.339557,2.32913
14,3,1,0,0,0,0,0,0,0,0,0,0,0.175642,0,0,0.719746,0,0,0,0,0,0,0,0,0,0,0,0.277122,0,0.998466,0.277122,1.17251
13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64405,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12554,0,1.64405
11,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00507,0,0,0,0.110463,0,0,0,0.178201,0,0,0,0,0,3.16601,0.178201,3.41724
3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66588,0,0,0,0,0,0,0,0,0.198545,0,0,0,0,3.10518,0.419443,3.28387
2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881655,0.150034,0.998551
14,15,3,0,0,0,0,0,0,0,0,0,0.160557,0,0,0,1.14211,0,0,0,0,0,0,0,0,0.495324,0,0,0,0,1.76101,0.495324,2.10379
3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55936,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64356,0.203922,1.94134
10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91631,0.206105,0,0.11298,0,0,0,0,0,0,0,0,0,0,2.91934,0.206535,3.55865
11,16,8,0,0.345184,0,0,0,0,0,0,0,0,0,0,0,3.44202,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33091,0.345184,3.7872
6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961566,0.312461,1.68311
12,16,1,0,0,0,0,0,0,0,0,0,0,0,0.120905,0,3.42715,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41201,0.38875,3.9368
1,6,6,0,0,0,0,0,0,0,0,0,0,0.840066,0,0,4.46654,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86666,0.840066,5.84986
13,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30411,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83814,0.10197,3.40608
14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23815,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97695,0.161545,2.39969
4,13,4,0,0,0,0,0,0,0,0.296673,0,0,0,0,0,0.59986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682652,0.305902,1.20244
5,5,6,0,0,0,0,0,0,0,0,0,0,0.281053,0,0,1.79547,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50189,0.281053,2.34315
1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72668,0,0,0,0.364528,0,0.316586,0,0,0,0,0,0,0,1.54067,0.364528,2.4078
8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665724,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1602,0.185334,0.851058
11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85112,0,0,0.685804,0.106804,0,0,0,0,0,0,0,0,0,3.59927,0.685804,2.789
7,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27306,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10804,0.101705,1.37476
8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0.267905,4.06733,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59166,0.267905,4.45815
8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1542,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25561,0.250169,2.40437
9,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47669,0,0,0.123861,0,0,0,0,0,0,0,0,0,0,3.67644,0.123861,3.60055
9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763739,0,0.917218
14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701274,0,0.585956
15,9,6,0,0,0,0,0,0,0,0,0,0,0.219852,0,0,4.53721,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31042,0.219852,4.75706
1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13812,0,0,0,0,0,0,0,0,1.19966,0,0,0,0,3.09025,1.19966,3.33778
8,10,6,0,0,0,0.17441,0,0,0,0,0,0,0,0,0,3.55964,0,0,0,0,0,0,0,0,0,0.109528,0,0,0,3.32007,0.17441,3.96397
5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4255,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89314,0.488739,1.91424
1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82783,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88845,0,1.82783
